,Ano,Marca,Modelo,Usado/Novo,Preço,Classificação do Consumidor,Avaliações do consumidor,Tipo de vendedor,Nome do Vendedor,Avaliação do vendendor,Comentarios do vendedor,Rua do Vendedor,Estado,CEP,Qualidade do Negocio,Conforto,Desing do Interior,Desempenho,Preço Avaliado pelos consumidores,Desing Exterior,Confiabilidade,Cor do Exterior,Cor do Interior,Drivetrain,MinMPG,MaxMPG,Tipo de Combustivel,Transmissão,Motor,VIN,Stock#,Milhagem
5312,2020,Jeep,Grand Cherokee Limited,Usado,36929,4.8,150,Distribuidor,Livonia Chrysler Jeep,4.7,102,30777 Plymouth Rd Livonia,MI,48150,Ótimo,4.9,4.8,4.8,4.7,4.9,4.8,Brown,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXLC235073,2572T,16530
5313,2017,Hyundai,Elantra SE,Usado,10795,4.7,635,Distribuidor,Clintonville Motors,4.2,8,3613 Indianola Ave Columbus,OH,43214,Ótimo,4.7,4.7,4.6,4.7,4.8,4.8,Quartz White Pearl,Beige,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LF3HH210806,10874,68473
5314,2019,Cadillac,XT5 Luxury,Novo,34987,4.6,94,Distribuidor,Serra Buick GMC Cadillac,4.8,511,12300 30 Mile Rd Washington,MI,48095,Ótimo,4.8,4.7,4.6,4.4,4.7,4.5,Crystal White Tri-Coat,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS5KZ220436,P20294,19404
5315,2019,INFINITI,QX60 Luxe,Usado,29757,4.6,56,Distribuidor,Jaguar of Tampa,4.3,34,320 E. Fletcher Ave. Tampa,FL,33612,Ótimo,4.8,4.6,4.5,4.5,4.7,4.6,Graphite Shadow,Graphite,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM7KC512695,P11396,47817
5316,2019,Mercedes-Benz,A-Class A 220,Novo,31999,4.5,36,Distribuidor,Mercedes-Benz of Wesley Chapel,4.5,602,2383 Willow Oak Dr Wesley Chapel,FL,33544,Ótimo,4.6,4.7,4.4,4.3,4.7,4.3,Metallic,–,Front-wheel Drive,24,35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD3G4EB2KW011842,KW011842,23116
5317,2019,INFINITI,QX50 ESSENTIAL,Usado,33739,4.7,87,Distribuidor,EchoPark Automotive Greensboro Delivery Center,1.3,4,ONLINE ONLY Greensboro,NC,27455,Bom,4.9,4.8,4.6,4.5,4.9,4.7,Black Obsidian,Graphite,Front-wheel Drive,24,31,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5M17KF102269,PKF102269,39122
5318,2020,Mercedes-Benz,GLB 250 Base,Usado,37890,4.1,32,Distribuidor,Mercedes-Benz of Sarasota,4.6,1458,4754 CLARK RD SARASOTA,FL,34233,Bom,4.6,4.7,4.1,4.0,4.5,3.3,Polar White,–,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDC4M4GB7LW007852,LW007852,26816
5319,2017,Honda,Pilot Touring,Usado,29110,4.7,285,Distribuidor,AutoNation Honda Sanford,4.7,2087,1000 Rinehart Rd Sanford,FL,32771,Razoável,4.8,4.7,4.7,4.6,4.7,4.7,Crystal Black Pearl,–,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H96HB007002,HB007002,81203
5320,2020,Lincoln,Aviator Black Label AWD,Usado,66250,4.0,88,Distribuidor,Gary Yeomans Lincoln,5.0,1,1410 N. Tomoka Farms Rd. Daytona Beach,FL,32124,Bom,4.4,4.4,4.1,3.5,4.5,3.5,White,Mahogany Red,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J9XC3LGL00269,LN5113A,32203
5321,2020,Ford,Escape SEL,Novo,29595,4.6,230,Distribuidor,Tropical Ford,4.6,1822,9900 S Orange Blossom Trail Orlando,FL,32837,Bom,4.7,4.6,4.5,4.5,4.7,4.6,Agate Black Metallic,Ebony,Front-wheel Drive,27,33,Gasoline,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo,1FMCU0H65LUA06525,NT117A,15827
5322,2019,GMC,Acadia SLE-2,Usado,32175,4.8,131,Distribuidor,Paul Brown Chrysler Dodge Jeep RAM Kia,4.7,138,1145 E State St Olean,NY,14760,Bom,4.8,4.7,4.8,4.7,4.8,4.9,Dark Sky Metallic,Jet Black,All-wheel Drive,21,25,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKNSLS0KZ174897,3375A,42264
5323,2018,BMW,X3 xDrive30i,Usado,36998,4.8,64,Distribuidor,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,2.9,22,45210 Towlern Pl Sterling,VA,20165,Razoável,4.9,4.9,4.8,4.4,4.9,4.6,Black,Black,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C57JLD74928,22385686,23939
5324,2018,BMW,X3 xDrive30i,Usado,36998,4.8,64,Distribuidor,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,2.9,22,45210 Towlern Pl Sterling,VA,20165,Razoável,4.9,4.9,4.8,4.4,4.9,4.6,Gray,Black,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C55JLD74507,22796788,42158
5325,2020,Jaguar,E-PACE SE,Usado,44499,4.9,1,Distribuidor,Jaguar Land Rover Chantilly,3.8,197,4120 Auto Park Cir Chantilly,VA,20151,Bom,5.0,4.0,5.0,5.0,5.0,5.0,Black,Black,All-wheel Drive,21,28,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,SADFP2FX9L1014200,Z14200PX,15405
5326,2021,Lexus,ES 350 Base,Usado,43677,5.0,11,Distribuidor,McGeorge Toyota Certified Sales Center,4.3,12,7705 W Broad St Henrico,VA,23294,Ótimo,5.0,5.0,5.0,5.0,5.0,5.0,Blue,Chateau,Front-wheel Drive,22,32,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58ADZ1B10MU093544,241374A,15740
5327,2019,INFINITI,QX60 Luxe,Usado,36998,4.6,56,Distribuidor,CarMax Gaithersburg - Now offering Curbside Pickup,3.0,10,16411 Shady Grove Rd Gaithersburg,MD,20877,Bom,4.8,4.6,4.5,4.5,4.7,4.6,Hermosa Blue,Wheat,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM0KC520802,22862991,46573
5328,2019,Ford,Edge ST,Usado,32000,4.7,193,Distribuidor,Bob Ruth Ford,4.7,1691,700 N US Route 15 Dillsburg,PA,17019,Bom,4.8,4.7,4.7,4.6,4.8,4.7,Gray,Ebony,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP0KBC08940,PV13523Z,64419
5329,2020,Mitsubishi,Outlander Sport ES,Usado,22577,4.9,36,Distribuidor,Blaise Alexander Chevrolet,4.8,790,405 Alexander Dr Muncy,PA,17756,Bom,5.0,4.9,4.8,4.9,5.0,5.0,Labrador Black Metallic,Black,Four-wheel Drive,23,29,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4AR3AU9LU017254,BA12054,45788
5330,2019,Honda,CR-V EX,Usado,29000,4.8,540,Distribuidor,Heritage Honda of Westminster,4.9,2766,580 Baltimore Blvd Westminster,MD,21157,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H56KA005289,MU005289,47274
5331,2019,Kia,Sorento LX,Usado,31488,4.7,256,Distribuidor,Aubrey Alexander Toyota,4.8,654,1324 North Susquehanna Trail Selinsgrove,PA,17870,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Blaze Blue,Stone Beige,All-wheel Drive,21,26,Gasoline,6 speed automatic w/sportmatic,4 Cylinder Engine,5XYPGDA35KG520699,TP2389,14225
5332,2019,Honda,CR-V EX-L,Novo,32290,4.8,540,Distribuidor,Faulkner Honda,4.7,617,2008 Paxton St Harrisburg,PA,17111,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Platinum White Pearl,Ivory,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H83KE024913,KE024913,32032
5333,2019,Honda,CR-V EX,Novo,31768,4.8,540,Distribuidor,Faulkner Honda,4.7,617,2008 Paxton St Harrisburg,PA,17111,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Red,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H52KH628553,KH628553,15593
5334,2021,Mercedes-Benz,C-Class C 300 4MATIC,Novo,42900,5.0,4,Distribuidor,Mercedes-Benz of Silver Spring,4.8,1645,3301 Briggs Chaney Rd Silver Spring,MD,20904,Ótimo,5.0,4.8,5.0,5.0,5.0,5.0,Black,Black,All-wheel Drive,23,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KWF8EB2MR631728,JP72864,15371
5335,2020,Hyundai,Palisade Limited,Usado,46845,4.7,219,Distribuidor,Toyota of Bowie,4.5,478,16700 Governor Bridge Rd Bowie,MD,20716,Bom,4.8,4.8,4.5,4.6,4.7,4.6,Hyper White,Beige,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE5LU136956,T110644A,37294
5336,2020,Mercedes-Benz,GLE 350 Base 4MATIC,Usado,55498,4.3,75,Distribuidor,Mercedes-Benz of Hunt Valley,4.4,475,9800 York Rd Cockeysville,MD,21030,Bom,4.6,4.6,4.0,3.9,4.6,4.1,Lunar Blue Metallic,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB3LA140533,LA140533,14887
5337,2019,Honda,CR-V LX,Usado,26500,4.8,540,Distribuidor,Koons Annapolis Toyota,4.6,942,1107 West St Annapolis,MD,21401,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,Front-wheel Drive,26,32,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW5H39KH416233,T19261,21310
5338,2020,Hyundai,Palisade Limited,Usado,48998,4.7,219,Distribuidor,Jones Kia and Used Cars,4.0,171,2001 Belair Rd Fallston,MD,21047,Ótimo,4.8,4.8,4.5,4.6,4.7,4.6,Becketts Black,Black,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE9LU128519,H72709A,20292
5339,2019,Chevrolet,Equinox 1LT,Usado,25554,4.5,415,Distribuidor,Alan Byer Volvo Cars,4.7,158,1230 W Genesee St. Syracuse,NY,13204,Ótimo,4.6,4.6,4.5,4.4,4.6,4.5,Kinetic Blue,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXUEV9KS563093,Z2525,19770
5340,2021,Jeep,Gladiator Sport,Usado,41500,4.9,57,Distribuidor,Arrigo Dodge Chrysler Jeep Ram Margate,4.2,1714,2250 N St Rd 7 Margate,FL,33063,Ótimo,4.9,4.9,4.9,4.6,5.0,5.0,Snazzberry Pearlcoat,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6HJTAG7ML573826,L121808A,11440
5341,2021,Audi,A4 40 Premium,Usado,36520,5.0,4,Distribuidor,Audi North Miami,4.7,163,1995 NE 142nd St North Miami,FL,33181,Ótimo,5.0,5.0,5.0,5.0,4.8,5.0,Navarra Blue Metallic,Okapi Brown,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L,WAUABAF49MA029055,MA029055R,14372
5342,2020,Kia,Telluride EX,Usado,42230,4.8,211,Distribuidor,Outten Chevy of Allentown,4.7,296,1701 Tilghman St Allentown,PA,18104,Bom,4.9,4.9,4.8,4.7,4.9,4.9,Dark Moss,Gray,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DHC5LG067235,20495,63938
5343,2020,Toyota,Corolla LE,Usado,19895,4.7,233,Distribuidor,Philly Auto,4.5,427,4530 Torresdale Ave Philadelphia,PA,19124,Ótimo,4.7,4.7,4.7,4.7,4.8,4.8,Silver,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPRAEXLJ101318,10754,40513
5344,2019,BMW,750 i xDrive,Usado,69990,5.0,5,Distribuidor,F.C. Kerbeck & Sons,4.7,170,100 New Jersey 73 Palmyra,NJ,8065,Razoável,5.0,5.0,5.0,5.0,5.0,5.0,Black Sapphire Metallic,Black,All-wheel Drive,17,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBA7F2C52KB240297,22M172AJA,32356
5345,2011,BMW,X5 xDrive35i,Usado,11999,4.3,86,Distribuidor,Keyless Motors,4.6,140,1849 Morris Ave Union,NJ,7083,Sem Resposta,4.5,4.5,4.4,4.0,4.6,3.9,Black Sapphire Metallic,Black,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXZV4C55BL401907,401907,88560
5346,2021,Jeep,Grand Cherokee Limited,Novo,44687,4.7,58,Distribuidor,Bolles Motors,4.8,532,84 West Rd Ellington,CT,6029,Bom,4.7,4.7,4.7,4.5,4.7,4.7,Bright White Clearcoat,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3MC534437,904085,18654
5347,2019,Mazda,CX-5 Grand Touring,Usado,31500,4.8,230,Distribuidor,New England Automax - Framingham,4.5,1227,1199 Worcester Rd Framingham,MA,1701,Bom,4.8,4.8,4.8,4.8,4.9,4.8,Deep Crystal Blue Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM2K1599567,599567,23721
5348,2019,GMC,Sierra 1500 Denali,Usado,47790,4.5,120,Distribuidor,Albrecht Buick GMC of Wakefield,4.5,92,614 North Ave Wakefield,MA,1880,Bom,4.6,4.4,4.6,4.2,4.7,4.4,Onyx Black,Jet Black,Four-wheel Drive,15,21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GTU9FEL6KZ409924,22335A,85822
5349,2015,Porsche,Macan S,Usado,38995,4.7,32,Distribuidor,Avon Auto Brokers,4.7,798,159 Memorial Dr Avon,MA,2322,Razoável,4.8,4.8,4.9,4.3,4.8,4.7,Aurum Metallic,Luxor Beige,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A54FLB56052,FLB56052,54393
5350,2020,Honda,CR-V EX-L,Usado,33995,4.8,269,Distribuidor,Audi Norwell,4.6,203,59 Pond St Norwell,MA,2061,Bom,4.9,4.8,4.8,4.8,4.9,4.9,Crystal Black Pearl,Black,All-wheel Drive,27,32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H8XLH635164,S2488A,24776
5351,2019,Toyota,4Runner TRD Pro,Usado,50499,4.8,189,Distribuidor,AutoNation Honda Valencia,4.7,1487,23551 Magic Mountain Pkwy Santa Clarita,CA,91355,Razoável,4.8,4.7,4.8,4.7,4.8,4.9,Super White,–,4WD,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR0K5683830,K5683830,46417
5352,2020,Land,Rover Range Rover Evoque SE,Usado,42995,4.1,16,Distribuidor,Jaguar Land Rover Woodland Hills,4.3,500,22006 West Erwin Street Woodland Hills,CA,91367,Bom,4.6,4.5,3.7,3.7,4.7,3.5,Santorini Black,Ebony / Ebony,AWD,20,27,Gasoline,Automatic,I4,SALZP2FXXLH005594,LH005594,33960
5353,2020,BMW,M340 i,Usado,47999,4.9,29,Distribuidor,BMW of Monrovia,4.5,923,1425 Mountain Ave Monrovia,CA,91016,Ótimo,4.8,4.8,5.0,4.7,4.9,4.9,White,Black,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U7C06LFH19009,MLFH19009,21952
5354,2020,Ford,Explorer XLT,Usado,38194,4.5,248,Distribuidor,Chino Hills Ford,2.6,8,4480 Chino Hills Pkwy Chino,CA,91710,Bom,4.7,4.6,4.5,4.3,4.7,4.3,White,Ebony With Light Slate Uppers,Rear-wheel Drive,21,28,Gasoline,10-Speed Automatic,4 Cylinder Engine,1FMSK7DH2LGC47359,PF3901,19588
5355,2018,Honda,Civic EX,Usado,34649,4.8,546,Distribuidor,MVP Cars,5.0,1,1930 W. Valley Blvd. Colton,CA,92324,Sem Resposta,4.7,4.7,4.8,4.8,4.9,4.8,Black,Black,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F72JH584272,B-D456421,46751
5356,2019,Mercedes-Benz,CLA 250 Base,Usado,27914,4.1,17,Distribuidor,BMW of Henderson,4.4,906,261 Auto Mall Dr Henderson,NV,89014,Bom,3.9,4.0,4.1,3.9,4.5,4.3,Midnight Black,–,Front-wheel Drive,24,37,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDDSJ4EB7KN708572,KN708572,37437
5357,2017,Audi,Q7 3.0T Premium Plus,Usado,32999,4.7,72,Distribuidor,Platinum Motorcars of Las Vegas - East,5.0,1,3497 Boulder Hwy Las Vegas,NV,89121,Razoável,4.9,4.8,4.7,4.4,4.7,4.6,Glacier White Metallic,Pistachio Beige,All-wheel Drive,19,25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF75HD015726,015726,86067
5358,2020,Mercedes-Benz,GLB 250 Base 4MATIC,Usado,41488,4.1,32,Distribuidor,Mercedes-Benz of Modesto,4.4,141,3900 McHenry Ave Modesto,CA,95356,Bom,4.6,4.7,4.1,4.0,4.5,3.3,Polar White,Titanium Grey,All-wheel Drive,23,31,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDC4M4HB5LW009906,2321,29470
5359,2019,BMW,X5 xDrive40i,Novo,54394,4.7,55,Distribuidor,BMW of Fremont,4.5,1222,5720 Cushing Parkway Fremont,CA,94538,Bom,5.0,4.9,4.9,4.4,4.7,4.6,Black Sapphire Metallic,–,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C57KLL62016,KLL62016,23503
5360,2021,Tesla,Model 3 Standard Range Plus,Usado,56262,3.0,1,Distribuidor,One Toyota Of Oakland,4.8,2746,8181 Oakport St Oakland,CA,94608,Bom,3.0,4.0,5.0,2.0,4.0,1.0,Midnight Silver,Black,Rear-wheel Drive,150,133,–,1-Speed Automatic,–,5YJ3E1EA0MF998177,P11964,21234
5361,2019,Honda,Odyssey EX-L,Usado,40991,4.6,133,Distribuidor,Serramonte Ford,4.4,299,999 Serramonte Blvd Colma,CA,94014,Bom,4.8,4.6,4.5,4.3,4.7,4.5,Forest Mist Metallic,Beige,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74KB054750,P5069A,16665
5362,2019,Toyota,Camry SE,Usado,29711,4.8,309,Distribuidor,Toyota of Surprise,4.7,240,13543 N Auto Show Ave Surprise,AZ,85388,Bom,4.8,4.7,4.7,4.6,4.9,4.8,Super White,Ash,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK1KU835839,TP2132,14103
5363,2015,Lexus,RX 350 Base,Usado,31755,4.7,182,Distribuidor,Arrowhead Lexus,4.7,96,9238 W Bell Rd Peoria,AZ,85382,Bom,4.8,4.7,4.7,4.6,4.7,4.9,Claret Mica,Saddle Tan,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BAXFC150138,14023A,36784
5364,2020,Toyota,RAV4 LE,Usado,29189,4.7,166,Distribuidor,EchoPark Automotive Salt Lake City Delivery Center,3.0,2,3638 South State St Salt Lake City,UT,84115,Bom,4.8,4.8,4.7,4.6,4.8,4.8,Super White,Nutmeg,Front-wheel Drive,27,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3H1RFV8LC055210,RLC055210,47473
5365,2019,Honda,CR-V LX,Usado,29444,4.8,540,Distribuidor,Schomp Honda,4.7,1210,1003 Plum Valley Ln Highlands Ranch,CO,80129,Bom,4.8,4.8,4.7,4.7,4.8,4.8,–,Gray,All-wheel Drive,25,31,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW6H31KH209499,2H21217A,17649
5366,2019,Mercedes-Benz,C-Class C 300 4MATIC,Novo,35842,4.8,40,Distribuidor,Mercedes-Benz of Bellevue,4.5,742,11850 Bel-Red Rd Bellevue,WA,98005,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Black,–,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB1KU284923,KU284923,31110
5367,2017,BMW,X3 xDrive28i,Usado,29866,4.8,89,Distribuidor,BMW of Bellevue,4.5,1499,11959 Northup Way Bellevue,WA,98005,Razoável,4.8,4.8,4.9,4.5,4.8,4.9,Chestnut Bronze,–,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C57H0T09170,H0T09170,49689
5368,2019,Ford,Expedition Platinum,Usado,60049,4.8,62,Distribuidor,Shottenkirk Toyota of Granbury,4.1,2086,5100 E U.S. Hwy 377 Granbury,TX,76049,Bom,4.9,4.9,4.8,4.7,4.9,4.7,Black,Ebony,Four-wheel Drive,17,22,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1MT8KEA41853,KEA41853,34526
5369,2021,Toyota,4Runner Limited,Usado,48334,4.9,42,Distribuidor,Shottenkirk Toyota of Granbury,4.1,2086,5100 E U.S. Hwy 377 Granbury,TX,76049,Ótimo,5.0,4.9,4.8,4.9,4.9,4.9,Blizzard Pearl,Redwood,Rear-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEDU5JRXM5228320,M5228320,26136
5370,2015,Lexus,RX 350 Base,Usado,23999,4.7,182,Distribuidor,Sewell INFINITI of Fort Worth,4.5,70,5135 Bryant Irvin Rd Fort Worth,TX,76132,Bom,4.8,4.7,4.7,4.6,4.7,4.9,Black,Gray,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BAXFC160412,5144250A,81912
5371,2020,BMW,330 i,Usado,31490,4.6,25,Distribuidor,Denton Chrysler Dodge Jeep Ram,4.3,70,4984 S Interstate E Denton,TX,76210,Ótimo,4.8,4.7,4.5,4.2,4.6,4.7,Jet Black,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J0XL8B21836,L8B21836,64506
5372,2020,Jeep,Wrangler Unlimited Sahara,Usado,39989,4.8,77,Distribuidor,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Ótimo,4.8,4.8,4.8,4.5,4.9,4.8,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN1LW199073,RLW199073,47434
5373,2019,Volkswagen,Tiguan 2.0T SE,Usado,26181,4.5,136,Distribuidor,David McDavid Honda Irving,4.0,856,3700 W. Airport Expressway Irving,TX,75062,Bom,4.6,4.7,4.3,4.5,4.6,4.5,Pure White,Black,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV3B7AX0KM151885,MHIP190157,49347
5374,2020,Nissan,Rogue SV,Usado,27912,4.8,133,Distribuidor,AutoNation Toyota South Austin,4.5,1814,4800 IH-35 South Austin,TX,78745,Bom,4.9,4.7,4.7,4.6,4.8,4.8,Gun Metallic,–,Front-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MT9LW035637,LW035637,13457
5375,2019,INFINITI,Q50 3.0t Sport,Novo,32980,4.7,32,Distribuidor,Crest Auto Group,4.5,563,6280 TX-121 Frisco,TX,75034,Ótimo,4.7,4.6,4.8,4.5,4.8,4.7,Graphite Shadow,Graphite,Rear-wheel Drive,20,29,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,JN1EV7AP6KM512646,74801,56755
5376,2013,Mercedes-Benz,SL-Class SL 550,Usado,54999,4.6,13,Distribuidor,Mercedes-Benz of Plano,4.6,1545,6455 N Dallas Parkway Plano,TX,75024,Razoável,4.9,4.8,4.8,4.2,4.5,4.4,Black,Black,Rear-wheel Drive,17,25,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDJK7DA1DF006408,K006408,19430
5377,2019,Subaru,Forester Limited,Usado,34927,4.7,279,Distribuidor,Ewing Subaru of Plano,4.9,1466,1555 Dallas Parkway Plano,TX,75093,Bom,4.8,4.7,4.6,4.7,4.7,4.8,Dark Gray Metallic,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKASC1KH490602,S068453A,21489
5378,2019,Ford,Mustang EcoBoost,Novo,29000,4.7,154,Distribuidor,Five Star Ford Dallas,4.7,373,8900 President George Bush Turnpike Dallas,TX,75252,Ótimo,4.6,4.7,4.9,4.6,4.9,4.7,Magnetic,Ebony,Rear-wheel Drive,21,31,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FA6P8TH8K5194407,KBB7871,24775
5379,2018,Ford,Edge Sport,Usado,33911,4.8,232,Distribuidor,DallasLeaseReturns.com,4.9,4687,14335 Inwood Rd Dallas,TX,75244,Razoável,4.9,4.8,4.8,4.6,4.8,4.8,Black,Black,All-wheel Drive,17,24,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4APXJBB94642,B94642,57802
5380,2019,BMW,330 i xDrive,Usado,35880,4.9,30,Distribuidor,Autos of Dallas,4.3,1341,4472 W Plano Pkwy Plano,TX,75093,Ótimo,4.9,4.9,5.0,4.6,4.9,4.9,Mineral Gray Metallic,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C58KAJ85629,J85629,31620
5381,2021,Volkswagen,Atlas Cross Sport 2.0T SE,Usado,39124,4.5,10,Distribuidor,Rusty Wallis Volkswagen,4.6,669,12635 Lyndon B Johnson Fwy Garland,TX,75041,Bom,4.7,4.5,4.4,4.4,4.5,4.4,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,21,24,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2DC2CA5MC201100,RRP9421,14637
